# Summary stats for batch processing of regression models
# timestamp: 2018-03-28 14:38:23
# ORP
# ------------------------

"ID","fileName","slope","pVal","r2","oriRows","cleanRows"
1,"ranFile001.csv",-0.0171251744595746,0.852901154139704,0.000375659838869933,98,94
2,"ranFile002.csv",0.0711383038824184,0.630444257569597,0.00530638449966366,50,46
3,"ranFile003.csv",-0.0627978729056359,0.6088401270453,0.00479316235440939,65,57
4,"ranFile004.csv",0.200330610741801,0.627771289676782,0.0272295482325428,17,11
5,"ranFile005.csv",-0.112009163530476,0.256736817109027,0.0156581241130876,90,84
6,"ranFile006.csv",-0.183451084045872,0.277489876827955,0.0405274549074289,37,31
7,"ranFile007.csv",0.10703989247077,0.334178213792904,0.0121170040978444,85,79
8,"ranFile008.csv",0.0334775119973015,0.78030644616002,0.00110285516268364,73,73
9,"ranFile009.csv",-0.193336245040465,0.236407334016258,0.0464006818013057,40,32
10,"ranFile010.csv",0.10098739628211,0.404188283465715,0.00955147223362992,79,75
11,"ranFile011.csv",0.0359665316985579,0.757214775636453,0.00157832968069324,75,63
12,"ranFile012.csv",-0.0877809418617607,0.62476317253261,0.00574753381224945,50,44
13,"ranFile013.csv",-0.105248365682089,0.593021858467528,0.0107192711053865,38,29
14,"ranFile014.csv",-0.0666146719787244,0.847278514896727,0.00492240774504338,25,10
15,"ranFile015.csv",-0.156354759004203,0.0898837252950211,0.029670073451777,100,98
16,"ranFile016.csv",-0.288691158891467,0.517938566155338,0.0328574298760854,25,15
17,"ranFile017.csv",0.0533805467261674,0.785791752417314,0.0037794619676112,22,22
18,"ranFile018.csv",-0.0686578086694035,0.564799580989486,0.00469042026456013,83,73
19,"ranFile019.csv",-0.0997205178238596,0.654264605473666,0.0120760508686422,21,19
20,"ranFile020.csv",0.0841162907690161,0.446120796210942,0.00765891190488135,86,78
21,"ranFile021.csv",-0.0219415065794439,0.934510464885467,0.000364780056123675,25,21
22,"ranFile022.csv",-0.107547344080814,0.581576619553906,0.0118363925029303,31,28
23,"ranFile023.csv",0.0639767583113283,0.580970469512426,0.00402711444238607,83,78
24,"ranFile024.csv",-0.393614122162083,0.199729849305465,0.107116698085142,25,17
25,"ranFile025.csv",-0.0431685852359663,0.714937719126019,0.00157736386002476,96,87
26,"ranFile026.csv",-0.0884260954758444,0.515525672886489,0.00708099986329517,65,62
27,"ranFile027.csv",-0.114980990415351,0.400489574088974,0.0164929576734441,47,45
28,"ranFile028.csv",-0.110831732902212,0.339040465537043,0.0106335376699472,94,88
29,"ranFile029.csv",-0.431584417236915,0.15157566779683,0.151499963735003,26,15
30,"ranFile030.csv",-0.0755986824396769,0.475800760133784,0.00637532594563776,88,82
31,"ranFile031.csv",0.136550116057534,0.408212182012881,0.0140032355220028,55,51
32,"ranFile032.csv",0.0575102098373596,0.636803996320535,0.00345045575224159,71,67
33,"ranFile033.csv",0.126999295323813,0.285826442747687,0.0172409499765297,73,68
34,"ranFile034.csv",-0.0446297388398356,0.878833011151829,0.00220843682121993,18,13
35,"ranFile035.csv",-0.139851280346181,0.471416606801029,0.0218228711695104,28,26
36,"ranFile036.csv",0.0159304899208215,0.905184749586749,0.000246712053319144,62,60
37,"ranFile037.csv",-0.297696348914495,0.120555200848598,0.101535098061396,28,25
38,"ranFile038.csv",-0.669276417263872,0.448755207974496,0.149602223757532,18,6
39,"ranFile039.csv",0.271486997511509,0.0834233916564111,0.103218155466348,34,30
40,"ranFile040.csv",0.223717298326717,0.438357127402424,0.0319287016156408,32,21
41,"ranFile041.csv",-0.10394789229139,0.400385786393612,0.0122226771246109,62,60
42,"ranFile042.csv",-0.166868719259795,0.0924831148572688,0.031477266464959,97,91
43,"ranFile043.csv",0.116917717826209,0.758408176052422,0.00571426114527266,28,19
44,"ranFile044.csv",-0.118834647065287,0.316200271230272,0.0135746121735551,82,76
45,"ranFile045.csv",0.12049230911656,0.334428330343765,0.0141228106759581,72,68
46,"ranFile046.csv",-0.343102287881053,0.00128775981983625,0.138471738023941,78,72
47,"ranFile047.csv",-0.227222894609827,0.338436233090632,0.0539907417615104,28,19
48,"ranFile048.csv",0.0274080555248958,0.863855474251799,0.000605998484394021,55,51
49,"ranFile049.csv",0.108876249103583,0.404222785559524,0.0134176726050086,63,54
50,"ranFile050.csv",-0.259543495262282,0.138088495496294,0.0742415775843597,36,31
51,"ranFile051.csv",0.137284703019203,0.551847146009826,0.017984447042754,24,22
52,"ranFile052.csv",-0.447579372876962,0.196933031625982,0.25979442793924,18,8
53,"ranFile053.csv",-0.0381427881553286,0.78322630531004,0.00133868473060666,63,59
54,"ranFile054.csv",-0.221980526498712,0.236073329844201,0.0464653061094609,34,32
55,"ranFile055.csv",-0.0543935544292099,0.700883357232691,0.00197859120573163,85,77
56,"ranFile056.csv",-0.84074955333578,0.0403746349953923,0.427274115931652,17,10
57,"ranFile057.csv",-0.118099588556649,0.309677580020002,0.0139429490695358,82,76
58,"ranFile058.csv",-0.122763935191869,0.26898052282459,0.0217750800325414,68,58
59,"ranFile059.csv",0.196552324626075,0.162589031660851,0.0448402166953927,58,45
60,"ranFile060.csv",-0.202215342386138,0.155864023890636,0.0423812364402741,59,49
61,"ranFile061.csv",-0.221879087416764,0.0450385098071659,0.0486762242856736,93,83
62,"ranFile062.csv",-0.281586580336977,0.155846114780948,0.0638882925530973,35,33
63,"ranFile063.csv",0.0371806957295887,0.717238009812418,0.00169084820750285,86,80
